Season;Team;Player;Matches_Played;Goals;Assists;Shots;Passes_Completed;Tackles;Yellow_Cards;Red_Cards;Minutes_Played;Offsides;Fouls;Clean_Sheets
2018/19;Juventus;Player_1000;6;22;19;37;782;33;4;0;2269;11;7;1
2019/20;Paris Saint-Germain;Player_1001;30;12;6;27;611;39;0;0;1157;4;1;2
2019/20;Chelsea;Player_1002;6;16;10;71;956;8;8;1;1439;7;6;2
2016/17;Juventus;Player_1003;10;26;11;43;781;26;1;2;920;7;2;10
2021/22;Liverpool;Player_1004;2;21;11;72;722;37;1;0;1504;14;1;9
2017/18;Real Madrid;Player_1005;23;15;9;25;460;8;9;1;3439;14;4;14
2018/19;Paris Saint-Germain;Player_1006;38;11;10;61;418;46;2;1;1760;8;4;1
2019/20;Manchester United;Player_1007;19;26;11;89;858;7;5;2;1236;6;0;14
2016/17;Paris Saint-Germain;Player_1008;38;23;17;61;328;27;4;1;1498;4;4;1
2021/22;Barcelona;Player_1009;30;17;15;96;873;44;1;1;2824;9;0;3
2022/23;Juventus;Player_1010;30;25;9;58;119;47;2;0;1674;11;6;9
2017/18;Liverpool;Player_1011;35;0;17;77;842;34;0;0;1529;14;2;6
2022/23;Real Madrid;Player_1012;36;0;19;28;165;44;8;1;2749;0;9;6
2020/21;Real Madrid;Player_1013;1;19;10;70;715;7;5;2;1061;0;1;3
2019/20;Chelsea;Player_1014;17;20;7;92;520;22;7;0;2649;1;3;0
2021/22;Chelsea;Player_1015;37;27;14;46;992;21;9;0;1968;3;2;2
2018/19;Barcelona;Player_1016;38;28;4;10;630;18;3;2;2133;10;7;12
2019/20;Juventus;Player_1017;27;9;13;94;456;45;3;1;1100;7;4;9
2016/17;Paris Saint-Germain;Player_1018;4;28;9;91;850;22;8;0;975;14;5;4
2021/22;Liverpool;Player_1019;18;17;3;12;671;25;2;2;603;1;0;9
2018/19;Juventus;Player_1020;3;16;1;97;971;26;6;2;1123;7;3;13
2017/18;Barcelona;Player_1021;24;29;6;92;319;34;8;2;2341;11;5;10
2017/18;Paris Saint-Germain;Player_1022;37;10;19;53;961;49;2;0;3358;1;3;5
2019/20;Liverpool;Player_1023;25;1;6;85;345;42;3;0;994;6;6;13
2017/18;Liverpool;Player_1024;21;4;8;73;711;21;8;0;2130;9;0;6
2019/20;Manchester United;Player_1025;11;9;19;93;773;39;5;1;1989;4;5;1
2016/17;Barcelona;Player_1026;7;16;3;21;518;42;1;1;983;6;7;7
2021/22;Barcelona;Player_1027;15;1;8;71;158;43;8;2;954;11;9;4
2022/23;Bayern Munich;Player_1028;28;9;0;56;713;22;6;0;3218;10;5;11
2017/18;Juventus;Player_1029;31;6;11;87;189;9;1;1;1303;12;3;3
2019/20;Real Madrid;Player_1030;13;10;3;55;371;15;9;0;129;5;2;6
2021/22;Juventus;Player_1031;39;26;12;19;309;44;8;1;1671;12;1;6
2022/23;Manchester United;Player_1032;21;12;10;22;651;17;3;2;3191;13;4;4
2022/23;Juventus;Player_1033;31;0;0;21;779;7;0;2;1971;12;2;0
2017/18;Manchester United;Player_1034;29;20;9;19;835;13;6;1;1912;6;4;11
2022/23;Real Madrid;Player_1035;28;1;9;44;711;46;4;0;2171;7;7;6
2022/23;Chelsea;Player_1036;37;17;16;25;563;8;4;2;3033;2;9;14
2019/20;Bayern Munich;Player_1037;3;22;5;54;141;37;5;0;1563;4;9;0
2019/20;Bayern Munich;Player_1038;20;20;2;29;946;26;9;2;3078;7;8;4
2020/21;Bayern Munich;Player_1039;22;26;10;66;909;49;1;2;3083;5;2;2
2020/21;Bayern Munich;Player_1040;30;13;6;30;445;22;4;1;628;3;5;11
2021/22;Paris Saint-Germain;Player_1041;13;24;3;23;827;18;5;2;1607;6;5;11
2018/19;Liverpool;Player_1042;39;27;5;13;716;26;1;2;1343;2;8;2
2020/21;Chelsea;Player_1043;24;20;10;98;953;13;0;0;2174;6;6;0
2016/17;Juventus;Player_1044;6;17;1;86;224;25;1;2;1721;12;5;7
2019/20;Manchester United;Player_1045;38;27;14;13;476;24;6;2;2252;2;3;14
2017/18;Bayern Munich;Player_1046;29;23;5;37;825;38;6;0;2847;10;2;0
2016/17;Barcelona;Player_1047;14;1;9;95;650;27;1;2;2660;7;9;5
2022/23;Paris Saint-Germain;Player_1048;38;7;10;93;760;36;9;1;333;14;6;7
2018/19;Real Madrid;Player_1049;35;16;18;68;202;48;4;0;2226;3;5;8
2017/18;Paris Saint-Germain;Player_1050;22;11;19;81;142;11;6;1;285;0;6;1
2022/23;Barcelona;Player_1051;38;2;1;49;797;33;7;2;1178;10;0;5
2021/22;Real Madrid;Player_1052;18;26;16;82;712;33;7;1;2295;6;3;1
2017/18;Bayern Munich;Player_1053;32;27;2;38;970;7;9;0;705;9;1;2
2019/20;Liverpool;Player_1054;38;22;3;30;666;48;7;2;2002;4;0;8
2021/22;Paris Saint-Germain;Player_1055;5;14;12;22;320;40;0;1;1382;0;4;9
2017/18;Barcelona;Player_1056;9;5;18;97;951;34;5;0;833;11;7;12
2021/22;Chelsea;Player_1057;6;22;2;26;805;10;2;0;1878;12;1;14
2017/18;Real Madrid;Player_1058;22;12;2;79;449;35;2;1;659;13;0;3
2021/22;Manchester United;Player_1059;34;16;2;10;651;13;5;0;2624;7;4;10
2019/20;Real Madrid;Player_1060;20;13;9;52;426;5;6;1;3480;9;2;4
2019/20;Chelsea;Player_1061;12;20;4;11;815;5;6;2;1019;1;8;4
2020/21;Manchester United;Player_1062;39;0;5;40;321;34;9;0;1577;3;6;9
2021/22;Liverpool;Player_1063;3;7;9;67;187;18;3;2;326;7;2;9
2021/22;Liverpool;Player_1064;5;17;7;32;120;24;4;2;583;6;4;0
2018/19;Real Madrid;Player_1065;38;6;7;70;294;28;2;2;3119;5;6;13
2022/23;Chelsea;Player_1066;23;11;10;68;574;14;4;0;1433;5;8;2
2018/19;Barcelona;Player_1067;29;24;6;20;924;20;9;2;228;5;1;2
2019/20;Real Madrid;Player_1068;19;19;12;98;875;17;8;1;1254;12;1;6
2019/20;Bayern Munich;Player_1069;5;10;2;71;470;16;7;1;2927;12;4;2
2016/17;Barcelona;Player_1070;9;23;4;41;263;18;9;2;2826;1;2;11
2017/18;Juventus;Player_1071;2;25;0;85;105;24;2;1;1828;1;0;11
2020/21;Real Madrid;Player_1072;20;17;18;97;849;18;4;0;3444;1;2;6
2019/20;Bayern Munich;Player_1073;27;29;6;40;339;19;0;2;2292;12;8;11
2016/17;Paris Saint-Germain;Player_1074;30;26;5;98;411;33;2;0;2676;7;6;5
2022/23;Bayern Munich;Player_1075;22;12;7;47;813;38;7;0;2341;8;2;2
2020/21;Manchester United;Player_1076;1;24;16;88;737;12;8;1;3406;11;9;11
2021/22;Barcelona;Player_1077;27;1;1;89;251;11;1;2;2332;6;3;7
2022/23;Bayern Munich;Player_1078;19;26;19;29;962;33;7;2;1675;8;7;9
2019/20;Juventus;Player_1079;17;11;18;75;715;44;6;0;2302;10;7;4
2020/21;Bayern Munich;Player_1080;19;18;2;13;324;11;4;2;3516;4;0;8
2016/17;Paris Saint-Germain;Player_1081;6;4;13;31;497;37;8;0;574;7;0;6
2019/20;Bayern Munich;Player_1082;10;24;18;18;651;19;6;1;3528;7;2;2
2022/23;Juventus;Player_1083;34;29;16;29;724;10;3;2;782;14;9;10
2019/20;Real Madrid;Player_1084;22;28;10;91;527;33;2;1;761;12;6;3
2017/18;Liverpool;Player_1085;37;23;12;24;822;19;6;0;3053;3;4;0
2019/20;Manchester United;Player_1086;14;6;7;83;369;25;7;0;190;12;5;2
2019/20;Bayern Munich;Player_1087;10;24;6;31;568;40;7;1;2865;5;8;12
2018/19;Paris Saint-Germain;Player_1088;22;19;14;91;657;25;0;2;2921;3;6;5
2022/23;Bayern Munich;Player_1089;21;16;16;33;698;13;6;0;3365;14;7;4
2020/21;Liverpool;Player_1090;10;26;18;93;780;45;2;0;2778;11;8;10
2019/20;Bayern Munich;Player_1091;5;17;3;51;297;42;8;2;821;2;0;10
2019/20;Barcelona;Player_1092;5;19;6;92;237;21;7;0;238;11;5;1
2016/17;Paris Saint-Germain;Player_1093;32;11;10;90;100;10;7;0;3172;9;2;12
2020/21;Chelsea;Player_1094;14;25;15;34;213;20;3;2;1080;11;7;3
2019/20;Real Madrid;Player_1095;4;0;4;10;277;14;0;1;2082;13;2;10
2022/23;Chelsea;Player_1096;21;21;6;95;721;9;3;2;2961;4;1;6
2016/17;Chelsea;Player_1097;20;12;16;30;288;43;4;1;1137;4;1;14
2019/20;Paris Saint-Germain;Player_1098;11;22;5;34;754;34;4;0;2547;2;0;8
2017/18;Barcelona;Player_1099;38;23;11;26;559;38;0;2;147;0;1;11
2017/18;Paris Saint-Germain;Player_1100;38;24;1;33;228;16;9;0;1462;14;6;11
2019/20;Chelsea;Player_1101;7;9;4;37;996;46;6;0;2822;3;1;11
2019/20;Real Madrid;Player_1102;8;16;16;39;494;19;5;1;3378;5;9;8
2019/20;Juventus;Player_1103;20;25;14;62;651;13;3;2;2861;4;5;0
2019/20;Juventus;Player_1104;29;2;5;81;526;39;7;0;3059;14;5;10
2016/17;Manchester United;Player_1105;20;29;14;32;328;10;4;0;255;5;0;7
2021/22;Manchester United;Player_1106;20;6;14;36;959;22;7;0;2666;9;4;6
2017/18;Paris Saint-Germain;Player_1107;6;27;19;73;245;37;2;0;1495;0;1;14
2020/21;Paris Saint-Germain;Player_1108;17;29;12;89;381;35;1;2;3572;13;8;6
2016/17;Chelsea;Player_1109;39;22;5;71;814;17;1;0;947;6;0;8
2021/22;Chelsea;Player_1110;26;21;1;58;943;38;1;2;488;8;2;5
2019/20;Real Madrid;Player_1111;2;22;17;51;501;17;1;1;499;8;8;11
2020/21;Bayern Munich;Player_1112;32;27;6;32;633;35;4;2;1419;6;6;6
2018/19;Barcelona;Player_1113;25;13;18;40;383;26;4;1;372;0;4;11
2020/21;Chelsea;Player_1114;22;22;3;83;951;41;4;1;3294;9;6;2
2020/21;Real Madrid;Player_1115;27;15;11;26;495;7;2;1;898;6;2;12
2018/19;Manchester United;Player_1116;1;0;11;77;642;16;4;0;1114;5;8;14
2019/20;Barcelona;Player_1117;2;15;12;51;897;9;2;1;140;11;4;4
2017/18;Juventus;Player_1118;21;10;7;82;524;26;1;2;1308;14;1;9
2017/18;Real Madrid;Player_1119;11;21;16;98;969;9;6;1;1648;12;9;5
2022/23;Bayern Munich;Player_1120;26;8;15;77;111;39;7;0;2682;0;3;8
2016/17;Manchester United;Player_1121;15;0;12;71;700;31;9;1;2071;11;9;4
2020/21;Liverpool;Player_1122;35;1;2;36;354;32;5;2;1675;3;0;13
2018/19;Juventus;Player_1123;38;20;15;62;361;44;4;0;2305;8;1;10
2021/22;Bayern Munich;Player_1124;13;15;15;28;125;43;9;1;3485;5;9;10
2019/20;Paris Saint-Germain;Player_1125;1;2;2;14;800;27;1;0;2083;3;1;11
2019/20;Juventus;Player_1126;21;4;19;96;704;31;2;2;1157;4;5;14
2020/21;Juventus;Player_1127;14;12;12;91;110;32;3;2;2370;0;5;12
2016/17;Bayern Munich;Player_1128;18;26;12;43;268;21;2;0;2684;5;1;10
2017/18;Chelsea;Player_1129;11;4;1;60;968;29;3;1;820;6;3;4
2019/20;Juventus;Player_1130;9;3;1;85;789;6;8;2;1072;11;5;5
2018/19;Paris Saint-Germain;Player_1131;38;3;7;31;522;22;9;1;3237;11;2;2
2018/19;Liverpool;Player_1132;10;14;13;25;136;6;4;1;2833;11;6;1
2019/20;Chelsea;Player_1133;7;5;3;69;218;23;8;2;1337;12;7;4
2016/17;Juventus;Player_1134;8;26;14;34;625;25;0;1;2413;6;3;5
2017/18;Juventus;Player_1135;10;18;2;35;858;11;2;2;2588;13;5;6
2016/17;Chelsea;Player_1136;3;27;16;85;516;28;7;1;778;4;6;1
2021/22;Paris Saint-Germain;Player_1137;8;6;13;45;635;27;9;2;3084;11;0;5
2018/19;Chelsea;Player_1138;6;7;14;39;274;15;6;0;1276;6;5;7
2019/20;Real Madrid;Player_1139;12;17;11;81;602;34;4;0;1536;14;2;14
2016/17;Chelsea;Player_1140;33;11;19;71;186;40;1;2;720;3;5;5
2021/22;Manchester United;Player_1141;25;16;18;15;449;25;7;0;1834;13;8;0
2020/21;Liverpool;Player_1142;5;21;18;97;330;39;9;1;1811;14;4;9
2016/17;Real Madrid;Player_1143;15;27;13;66;602;34;9;1;2271;4;7;13
2021/22;Manchester United;Player_1144;22;28;15;43;371;48;5;2;566;1;1;0
2021/22;Paris Saint-Germain;Player_1145;4;4;1;74;353;14;6;0;2617;4;4;8
2019/20;Paris Saint-Germain;Player_1146;14;5;10;52;744;26;9;1;2627;5;1;13
2022/23;Liverpool;Player_1147;25;20;6;37;832;24;1;1;1363;8;5;6
2018/19;Barcelona;Player_1148;7;27;7;24;318;32;1;0;937;9;6;8
2017/18;Juventus;Player_1149;1;11;16;78;912;47;5;0;880;6;0;12
2019/20;Manchester United;Player_1150;22;2;2;71;333;41;6;0;3216;1;2;0
2021/22;Barcelona;Player_1151;36;12;13;53;475;25;7;2;966;5;2;9
2021/22;Liverpool;Player_1152;39;6;4;95;950;22;0;0;1935;13;2;4
2019/20;Chelsea;Player_1153;28;11;10;73;521;32;6;0;1601;12;0;3
2022/23;Barcelona;Player_1154;37;20;13;92;895;7;9;1;2912;9;8;13
2016/17;Paris Saint-Germain;Player_1155;23;15;19;96;428;28;5;2;1081;8;0;14
2022/23;Real Madrid;Player_1156;27;17;8;42;297;38;7;0;1383;1;4;12
2019/20;Liverpool;Player_1157;25;23;10;39;965;15;9;0;2487;2;2;5
2018/19;Chelsea;Player_1158;38;22;16;16;328;6;5;2;2663;9;2;11
2022/23;Liverpool;Player_1159;29;16;5;65;924;13;6;0;150;10;5;11
2020/21;Liverpool;Player_1160;38;7;18;19;312;43;4;1;3133;9;5;12
2019/20;Paris Saint-Germain;Player_1161;31;8;6;54;347;44;5;2;1730;4;5;9
2020/21;Liverpool;Player_1162;21;19;13;72;951;48;4;0;3429;14;8;5
2016/17;Chelsea;Player_1163;34;24;17;23;311;20;9;2;926;2;5;9
2019/20;Barcelona;Player_1164;28;17;14;65;180;21;0;1;1399;10;5;10
2018/19;Bayern Munich;Player_1165;23;28;11;52;581;40;2;2;3029;5;7;10
2021/22;Barcelona;Player_1166;14;19;4;18;985;35;5;2;2285;3;7;12
2017/18;Barcelona;Player_1167;24;6;16;56;155;9;6;1;155;3;1;9
2016/17;Liverpool;Player_1168;16;18;16;42;541;17;8;1;963;0;1;4
2022/23;Liverpool;Player_1169;1;28;10;78;812;22;1;2;468;14;0;13
2022/23;Bayern Munich;Player_1170;13;3;8;79;918;38;7;2;3317;5;3;5
2019/20;Real Madrid;Player_1171;26;4;18;35;935;35;6;2;2589;1;8;11
2017/18;Juventus;Player_1172;27;6;6;12;842;46;0;0;2383;0;7;9
2018/19;Juventus;Player_1173;21;10;13;21;935;32;6;1;130;4;3;4
2021/22;Chelsea;Player_1174;16;18;10;44;966;19;3;1;442;13;2;5
2021/22;Manchester United;Player_1175;11;7;1;87;180;21;3;2;1791;6;4;5
2020/21;Barcelona;Player_1176;16;29;2;63;910;15;9;0;2123;5;8;5
2017/18;Paris Saint-Germain;Player_1177;23;0;0;88;996;25;6;1;3154;4;5;8
2017/18;Chelsea;Player_1178;20;20;18;48;302;5;5;1;1058;7;2;1
2020/21;Juventus;Player_1179;1;15;15;20;886;36;3;0;1963;11;8;4
2018/19;Liverpool;Player_1180;35;13;0;62;564;42;7;0;2861;3;5;2
2022/23;Bayern Munich;Player_1181;18;28;7;90;906;20;4;2;3201;5;6;0
2019/20;Chelsea;Player_1182;32;22;16;87;578;17;4;0;1071;5;1;13
2020/21;Bayern Munich;Player_1183;32;24;6;97;972;41;9;1;2253;5;0;7
2018/19;Real Madrid;Player_1184;39;20;1;48;631;12;3;1;140;8;0;2
2021/22;Liverpool;Player_1185;13;28;15;82;796;20;3;1;2800;6;3;8
2020/21;Bayern Munich;Player_1186;5;24;17;96;491;17;7;1;565;10;4;4
2016/17;Barcelona;Player_1187;29;13;0;50;548;15;2;2;3447;5;0;7
2018/19;Juventus;Player_1188;1;0;5;63;938;43;2;2;2930;6;3;11
2020/21;Real Madrid;Player_1189;7;28;18;72;723;38;1;2;1229;2;2;1
2022/23;Chelsea;Player_1190;16;16;19;48;424;48;7;1;1942;13;6;10
2020/21;Chelsea;Player_1191;2;2;7;20;521;32;4;2;1263;12;2;10
2017/18;Bayern Munich;Player_1192;28;25;8;57;143;49;6;2;1741;13;9;8
2016/17;Bayern Munich;Player_1193;7;19;5;28;800;10;3;0;1015;7;6;8
2022/23;Bayern Munich;Player_1194;21;29;14;35;844;46;3;2;2637;13;1;3
2018/19;Liverpool;Player_1195;20;27;3;35;788;41;0;1;1382;2;6;14
2016/17;Juventus;Player_1196;31;19;13;93;724;27;8;1;1628;7;3;2
2022/23;Juventus;Player_1197;34;22;2;29;479;6;4;0;2221;12;9;2
2020/21;Paris Saint-Germain;Player_1198;9;9;11;49;586;18;0;1;1268;1;2;5
2020/21;Manchester United;Player_1199;10;15;15;14;214;27;4;0;418;2;7;0
2019/20;Paris Saint-Germain;Player_1200;4;23;16;16;890;11;6;0;215;4;7;7
2021/22;Barcelona;Player_1201;25;3;1;19;654;28;4;2;1930;9;7;6
2016/17;Paris Saint-Germain;Player_1202;15;21;7;11;705;6;6;2;1472;12;9;0
2019/20;Paris Saint-Germain;Player_1203;8;28;2;16;767;45;2;2;1848;12;5;14
2020/21;Chelsea;Player_1204;7;6;5;77;580;44;5;1;1354;3;0;12
2021/22;Barcelona;Player_1205;16;6;6;97;848;39;5;0;3145;5;8;1
2021/22;Juventus;Player_1206;3;17;0;71;556;12;5;2;2500;14;8;10
2021/22;Manchester United;Player_1207;12;16;4;90;174;32;8;0;224;5;6;5
2022/23;Manchester United;Player_1208;27;1;2;65;465;26;7;1;1883;8;8;0
2016/17;Paris Saint-Germain;Player_1209;17;1;12;43;913;33;6;2;473;9;2;12
2018/19;Real Madrid;Player_1210;29;27;4;42;308;48;4;0;601;12;0;9
2019/20;Liverpool;Player_1211;3;2;7;44;810;7;6;1;1280;0;2;4
2021/22;Paris Saint-Germain;Player_1212;2;22;16;70;450;17;5;1;2090;7;1;14
2019/20;Paris Saint-Germain;Player_1213;34;1;10;40;367;20;8;1;1145;12;2;8
2017/18;Paris Saint-Germain;Player_1214;36;14;3;83;885;12;2;2;3355;9;0;11
2022/23;Chelsea;Player_1215;26;20;1;36;888;10;1;1;2738;0;7;4
2021/22;Real Madrid;Player_1216;13;16;12;77;709;36;2;2;551;9;0;9
2016/17;Liverpool;Player_1217;35;18;2;30;315;23;1;2;2960;4;7;0
2016/17;Chelsea;Player_1218;7;14;0;55;260;40;2;1;1390;9;7;3
2020/21;Juventus;Player_1219;30;12;19;30;240;16;9;0;2779;9;5;2
2018/19;Manchester United;Player_1220;8;12;5;56;503;9;0;0;3429;2;8;3
2021/22;Liverpool;Player_1221;37;17;7;70;269;10;9;2;1430;3;2;4
2020/21;Paris Saint-Germain;Player_1222;14;11;6;66;350;47;1;1;2442;3;7;11
2017/18;Chelsea;Player_1223;1;18;8;52;854;39;4;0;982;13;6;2
2018/19;Manchester United;Player_1224;30;18;1;16;289;16;2;0;1751;6;4;9
2018/19;Liverpool;Player_1225;22;17;17;66;660;25;3;0;160;1;9;10
2019/20;Juventus;Player_1226;34;28;1;30;361;31;1;1;2571;12;4;5
2022/23;Bayern Munich;Player_1227;2;1;11;89;898;27;0;2;389;7;2;0
2022/23;Liverpool;Player_1228;39;7;14;18;359;45;3;2;2247;2;9;5
2016/17;Liverpool;Player_1229;29;3;2;33;585;33;0;0;1453;11;1;3
2021/22;Liverpool;Player_1230;28;25;2;39;407;35;7;1;719;11;4;4
2021/22;Liverpool;Player_1231;31;17;8;61;996;9;7;0;1693;6;9;6
2017/18;Paris Saint-Germain;Player_1232;25;4;13;35;154;47;8;1;3357;9;6;11
2020/21;Barcelona;Player_1233;11;24;19;78;838;13;4;1;1461;10;0;0
2019/20;Real Madrid;Player_1234;14;1;10;32;702;14;6;1;2814;4;0;5
2021/22;Chelsea;Player_1235;16;17;4;34;717;9;9;0;3444;8;1;1
2020/21;Liverpool;Player_1236;38;13;13;70;823;34;8;0;2518;0;9;10
2021/22;Real Madrid;Player_1237;2;21;1;34;254;17;2;1;2455;8;9;7
2016/17;Paris Saint-Germain;Player_1238;21;3;15;44;513;47;6;2;1787;9;8;3
2022/23;Paris Saint-Germain;Player_1239;17;5;18;26;465;16;3;0;1141;10;8;7
2017/18;Paris Saint-Germain;Player_1240;16;7;12;33;359;35;9;0;1983;14;8;1
2018/19;Juventus;Player_1241;12;25;8;70;549;23;4;1;3269;8;0;2
2021/22;Chelsea;Player_1242;1;29;16;66;384;11;2;1;3424;6;5;9
2022/23;Real Madrid;Player_1243;35;16;9;48;980;24;9;0;1698;12;6;14
2022/23;Bayern Munich;Player_1244;13;19;0;15;947;28;3;1;2626;12;9;1
2016/17;Bayern Munich;Player_1245;32;8;6;33;647;39;5;1;2573;0;8;13
2022/23;Juventus;Player_1246;17;26;11;87;835;17;0;2;2173;0;1;11
2018/19;Bayern Munich;Player_1247;1;19;7;22;335;41;6;0;1600;7;7;4
2016/17;Chelsea;Player_1248;16;27;15;59;615;13;8;2;1768;10;4;10
2016/17;Barcelona;Player_1249;23;2;19;92;768;10;1;2;1009;11;8;10
2020/21;Real Madrid;Player_1250;31;13;15;51;963;44;0;2;1572;13;6;9
2016/17;Chelsea;Player_1251;13;5;18;44;535;31;4;1;3162;5;9;3
2019/20;Liverpool;Player_1252;39;23;18;42;715;7;5;2;3364;14;7;5
2019/20;Liverpool;Player_1253;14;28;2;60;167;16;5;2;307;8;6;9
2020/21;Barcelona;Player_1254;25;21;11;13;495;13;0;1;1305;0;2;4
2021/22;Juventus;Player_1255;14;17;0;87;970;19;9;0;1002;12;1;8
2018/19;Chelsea;Player_1256;32;6;6;67;107;24;5;1;3296;6;7;9
2022/23;Real Madrid;Player_1257;12;17;19;42;727;47;0;1;517;10;3;1
2018/19;Paris Saint-Germain;Player_1258;24;14;5;35;990;20;5;0;1707;2;1;12
2017/18;Bayern Munich;Player_1259;2;11;3;62;681;35;9;0;2623;10;0;10
2022/23;Liverpool;Player_1260;9;28;12;51;440;24;3;2;3230;0;4;13
2017/18;Juventus;Player_1261;39;6;6;58;399;19;4;2;1267;14;6;1
2017/18;Juventus;Player_1262;20;9;3;10;239;19;2;2;496;1;4;8
2018/19;Paris Saint-Germain;Player_1263;7;22;14;62;109;19;4;1;332;3;0;0
2017/18;Juventus;Player_1264;12;6;9;51;377;25;9;0;102;0;3;0
2018/19;Real Madrid;Player_1265;22;5;13;86;160;36;4;0;197;9;6;4
2017/18;Real Madrid;Player_1266;22;23;11;83;645;12;9;0;961;2;1;9
2020/21;Bayern Munich;Player_1267;38;15;11;50;311;46;6;2;868;9;3;1
2016/17;Liverpool;Player_1268;14;15;16;22;457;38;0;0;1159;4;9;9
2019/20;Real Madrid;Player_1269;10;27;3;69;550;10;7;0;568;12;2;7
2021/22;Barcelona;Player_1270;26;8;3;43;427;44;4;0;1392;4;8;9
2020/21;Paris Saint-Germain;Player_1271;9;9;0;10;188;39;0;1;671;11;3;11
2021/22;Barcelona;Player_1272;1;8;5;52;498;19;6;2;982;0;6;2
2022/23;Manchester United;Player_1273;21;1;19;28;199;49;1;2;506;8;1;5
2018/19;Chelsea;Player_1274;26;16;1;94;824;18;0;1;3482;3;4;7
2022/23;Liverpool;Player_1275;39;14;9;71;851;9;7;0;2345;6;1;12
2020/21;Juventus;Player_1276;12;17;10;66;582;12;5;1;2206;6;1;11
2017/18;Liverpool;Player_1277;13;6;16;92;800;7;5;0;2153;3;8;2
2021/22;Juventus;Player_1278;28;13;4;77;623;25;6;2;3230;10;5;12
2016/17;Chelsea;Player_1279;36;18;14;56;604;24;5;0;2398;0;4;13
2017/18;Chelsea;Player_1280;10;22;5;47;903;12;1;2;1677;0;2;9
2017/18;Bayern Munich;Player_1281;33;9;13;31;731;10;1;2;1925;11;6;13
2017/18;Bayern Munich;Player_1282;17;6;19;64;529;43;8;1;2334;4;1;12
2019/20;Manchester United;Player_1283;33;9;9;63;429;42;1;1;424;10;7;4
2021/22;Barcelona;Player_1284;21;25;14;37;830;5;6;1;2420;11;3;12
2021/22;Bayern Munich;Player_1285;28;24;13;88;670;22;7;0;599;6;7;0
2016/17;Bayern Munich;Player_1286;28;9;7;30;910;22;8;1;2975;13;3;9
2022/23;Liverpool;Player_1287;10;29;0;65;128;43;5;0;2018;4;5;2
2019/20;Real Madrid;Player_1288;9;19;9;98;920;35;3;2;2170;12;2;5
2021/22;Real Madrid;Player_1289;15;13;7;46;554;19;4;1;1839;9;9;5
2022/23;Chelsea;Player_1290;21;22;10;84;555;47;7;2;416;9;4;0
2016/17;Paris Saint-Germain;Player_1291;1;6;0;17;322;32;0;2;2624;7;7;6
2016/17;Manchester United;Player_1292;27;20;9;51;799;22;4;1;157;2;5;8
2019/20;Chelsea;Player_1293;8;5;9;42;697;13;3;2;235;5;9;10
2016/17;Bayern Munich;Player_1294;31;25;7;12;361;7;9;0;163;0;0;0
2016/17;Barcelona;Player_1295;31;21;1;57;245;27;8;1;2252;4;8;12
2021/22;Liverpool;Player_1296;39;13;3;99;438;5;5;2;2455;13;2;14
2019/20;Bayern Munich;Player_1297;28;10;4;71;612;46;7;1;2862;10;2;0
2020/21;Paris Saint-Germain;Player_1298;18;13;10;85;951;35;5;1;1708;14;1;2
2019/20;Liverpool;Player_1299;37;11;12;48;702;16;8;1;237;14;6;6
2019/20;Real Madrid;Player_1300;21;18;15;40;731;38;3;1;1836;1;1;3
2022/23;Real Madrid;Player_1301;33;17;12;41;292;22;3;0;1836;3;7;3
2016/17;Barcelona;Player_1302;29;18;11;75;323;26;2;1;2032;4;5;6
2021/22;Juventus;Player_1303;21;15;12;31;879;38;6;1;2899;6;1;4
2016/17;Liverpool;Player_1304;28;29;2;77;976;32;8;1;3145;10;9;14
2018/19;Juventus;Player_1305;26;10;12;83;152;10;2;0;386;14;1;0
2019/20;Barcelona;Player_1306;27;25;0;23;587;36;9;0;317;0;9;9
2021/22;Juventus;Player_1307;3;20;17;23;211;21;2;2;1339;13;6;8
2022/23;Bayern Munich;Player_1308;5;21;14;99;268;29;6;0;758;1;8;7
2016/17;Paris Saint-Germain;Player_1309;8;6;14;41;235;30;1;2;1224;7;4;12
2022/23;Bayern Munich;Player_1310;25;2;1;49;206;42;3;1;1725;8;4;4
2018/19;Chelsea;Player_1311;31;21;1;67;282;18;3;0;3035;1;4;13
2016/17;Juventus;Player_1312;8;9;7;23;405;41;8;0;1051;6;8;14
2021/22;Liverpool;Player_1313;29;6;10;42;899;38;7;1;2367;6;9;13
2022/23;Barcelona;Player_1314;4;2;2;78;352;44;6;1;2755;14;1;14
2018/19;Real Madrid;Player_1315;38;17;17;82;602;27;0;2;910;4;8;7
2016/17;Chelsea;Player_1316;39;2;11;20;317;27;4;0;1909;5;5;14
2022/23;Barcelona;Player_1317;35;3;18;43;588;23;0;2;3190;14;4;10
2021/22;Juventus;Player_1318;9;4;13;51;838;6;2;1;2059;3;8;13
2020/21;Real Madrid;Player_1319;30;11;12;84;546;40;0;0;442;0;3;5
2016/17;Chelsea;Player_1320;32;2;1;91;928;49;2;0;1792;9;3;6
2016/17;Bayern Munich;Player_1321;12;17;9;82;174;37;7;0;2350;11;0;7
2019/20;Real Madrid;Player_1322;26;28;19;89;595;14;6;2;674;11;0;1
2016/17;Real Madrid;Player_1323;7;7;11;87;137;41;2;2;2160;4;8;9
2022/23;Juventus;Player_1324;14;6;10;93;867;25;2;0;1336;6;6;4
2022/23;Manchester United;Player_1325;33;29;1;82;997;13;3;2;2308;14;3;12
