Temporada;Equipo;Jugador;Partidos_Jugados;Goles;Asistencias;Disparos;Pases_completados;Tacles;Amarillas;Rojas;Minutos_jugados;Fueras_de_juego;Faltas;Porterias_a_cero
2016/17;Manchester United;A. Cerri;17;18;16;52;559;22;7;1;780;2;9;7
2022/23;Liverpool;Kim Jin Su;27;0;1;49;486;13;8;0;1870;4;6;1
2021/22;Liverpool;C. Gytkjær;6;26;0;86;952;26;2;0;1084;1;7;4
2017/18;Manchester United;Kangin Lee;13;18;12;43;377;13;7;0;239;3;0;0
2017/18;Bayern Munich;Edigar Junio;11;0;13;35;599;32;3;1;1534;0;7;1
2022/23;Paris Saint-Germain;J. Bostock;21;16;17;73;335;17;5;1;3442;7;3;12
2021/22;Paris Saint-Germain;S. Pellissier;39;6;19;34;693;21;9;1;3525;6;0;6
2019/20;Paris Saint-Germain;M. Antonsson;29;7;3;94;648;11;5;1;2065;13;1;4
2016/17;Bayern Munich;M. Kean;33;15;7;74;126;28;9;0;144;4;5;12
2017/18;Chelsea;J. Collins;18;22;0;78;905;13;6;2;534;0;0;4
2018/19;Manchester United;N. Mushekwi;6;23;2;42;381;49;1;1;2903;0;7;0
2020/21;Real Madrid;L. Jiménez;16;17;19;74;947;34;5;1;707;6;1;3
2018/19;Paris Saint-Germain;D. N'Dinga;22;24;12;74;483;47;6;2;293;10;3;7
2019/20;Real Madrid;F. Kroos;5;19;12;37;298;12;0;2;3214;12;4;5
2022/23;Liverpool;M. Mahi;11;5;17;94;729;10;7;1;234;6;8;13
2019/20;Liverpool;J. van Overeem;6;4;1;23;450;44;9;0;608;10;7;11
2022/23;Liverpool;A. Esswein;21;1;6;43;241;14;9;1;2035;5;4;11
2018/19;Liverpool;J. Moreira;6;16;6;72;746;43;4;0;2402;1;3;1
2020/21;Manchester United;Jorge Carvallinho;17;12;1;73;401;41;6;2;1675;14;2;1
2021/22;Barcelona;J. Pereira;13;27;19;51;384;17;0;2;3360;14;5;8
2017/18;Paris Saint-Germain;N. Galovi?;31;7;14;88;901;21;7;0;705;11;1;8
2017/18;Paris Saint-Germain;S. Mosquera;24;27;0;74;282;8;2;2;3512;7;2;11
2017/18;Paris Saint-Germain;J. Nieto;11;7;0;77;882;7;0;2;2587;1;0;7
2018/19;Manchester United;C. Yacob;37;14;8;98;149;44;7;0;558;3;8;0
2018/19;Real Madrid;L. Ajorque;5;2;2;92;714;28;7;0;1765;10;3;12
2019/20;Barcelona;H. Barcos;37;23;19;42;348;44;5;1;2585;11;3;0
2021/22;Bayern Munich;S. Nakamura;30;13;7;74;598;18;5;2;1916;6;1;14
2017/18;Liverpool;M. Doumbia;33;24;2;45;562;19;5;2;3437;12;0;2
2019/20;Manchester United;G. Tutino;10;29;12;75;921;42;3;0;578;6;3;6
2022/23;Barcelona;A. Allione;13;29;10;74;635;33;1;0;1428;0;0;5
2020/21;Manchester United;G. Lanaro;8;20;6;50;844;26;4;0;1601;5;2;13
2016/17;Paris Saint-Germain;W. Zimmerman;29;5;13;73;958;24;5;1;2471;1;3;0
2022/23;Real Madrid;L. Rizzo;4;1;15;29;108;47;4;2;1857;13;4;10
2018/19;Barcelona;R. Gutiérrez;23;25;4;49;239;9;3;1;510;12;7;11
2016/17;Manchester United;M. Gavranovi?;19;8;15;41;385;36;6;2;532;7;9;8
2016/17;Bayern Munich;O. Hurmac?;7;1;14;33;862;20;8;1;3591;2;5;7
2016/17;Real Madrid;A. Tello;9;3;13;68;498;36;7;1;924;14;5;5
2019/20;Manchester United;S. Gustafson;5;4;12;40;950;22;0;0;945;5;7;11
2022/23;Barcelona;F. Ceravolo;30;20;13;91;596;22;2;2;1168;0;9;7
2022/23;Real Madrid;F. Coloccini;24;16;19;53;159;11;0;1;2729;12;3;13
2018/19;Liverpool;G. Curci;29;15;10;93;800;13;4;2;450;3;0;4
2020/21;Juventus;Daniel Guimarães;32;11;2;60;389;38;8;1;870;2;9;12
2016/17;Chelsea;E. Hallfreðsson;34;17;11;56;316;44;8;1;1614;2;1;8
2020/21;Barcelona;M. Albornoz;11;14;15;94;166;15;7;0;2360;13;1;4
2016/17;Bayern Munich;J. Mercier;1;4;7;53;773;44;6;2;1349;13;6;2
2018/19;Manchester United;M. Donald;14;2;17;68;276;47;7;0;818;10;4;12
2022/23;Liverpool;M. Cuisance;20;20;0;91;105;39;4;1;2424;8;7;13
2022/23;Juventus;A. Warda;15;10;12;52;215;28;1;1;2082;7;2;14
2019/20;Barcelona;A. Traoré;19;15;10;13;682;44;5;1;472;8;8;1
2022/23;Paris Saint-Germain;O. McBurnie;36;27;17;17;739;42;3;0;1335;1;3;3
2017/18;Real Madrid;Dankler;39;16;8;89;874;14;6;2;985;0;0;6
2020/21;Paris Saint-Germain;M. Goicoechea;36;19;18;47;911;33;9;0;3172;12;3;1
2017/18;Bayern Munich;L. Andersen;17;14;1;77;392;39;8;0;849;3;5;2
2019/20;Liverpool;C. Obasi;26;28;7;38;282;34;1;1;430;1;9;14
2022/23;Barcelona;T. Howard;23;20;17;74;153;26;8;0;939;4;9;14
2018/19;Real Madrid;H. Goitom;16;7;9;58;595;8;4;0;2134;4;0;11
2017/18;Real Madrid;S. Khaoui;9;11;4;42;215;25;7;1;346;13;1;3
2018/19;Juventus;R. van La Parra;6;22;19;37;782;33;4;0;2269;11;7;1
2019/20;Paris Saint-Germain;Adrián Marín;30;12;6;27;611;39;0;0;1157;4;1;2
2019/20;Chelsea;L. Menossi;6;16;10;71;956;8;8;1;1439;7;6;2
2016/17;Juventus;Josué Sá;10;26;11;43;781;26;1;2;920;7;2;10
2021/22;Liverpool;A. Chatzigiovanis;2;21;11;72;722;37;1;0;1504;14;1;9
2017/18;Real Madrid;Cristian Lodeira;23;15;9;25;460;8;9;1;3439;14;4;14
2018/19;Paris Saint-Germain;A. Pantic;38;11;10;61;418;46;2;1;1760;8;4;1
2019/20;Manchester United;J. Rojas;19;26;11;89;858;7;5;2;1236;6;0;14
2016/17;Paris Saint-Germain;F. Klos;38;23;17;61;328;27;4;1;1498;4;4;1
2021/22;Barcelona;C. Ramírez;30;17;15;96;873;44;1;1;2824;9;0;3
2022/23;Juventus;J. Boye;30;25;9;58;119;47;2;0;1674;11;6;9
2017/18;Liverpool;M. Malyshev;35;0;17;77;842;34;0;0;1529;14;2;6
2022/23;Real Madrid;Douglas;36;0;19;28;165;44;8;1;2749;0;9;6
2020/21;Real Madrid;K. Boyd;1;19;10;70;715;7;5;2;1061;0;1;3
2019/20;Chelsea;D. Rodríguez;17;20;7;92;520;22;7;0;2649;1;3;0
2021/22;Chelsea;M. Møller Dæhli;37;27;14;46;992;21;9;0;1968;3;2;2
2018/19;Barcelona;S. Polter;38;28;4;10;630;18;3;2;2133;10;7;12
2019/20;Juventus;R. van Rhijn;27;9;13;94;456;45;3;1;1100;7;4;9
2016/17;Paris Saint-Germain;N. Maraš;4;28;9;91;850;22;8;0;975;14;5;4
2021/22;Liverpool;L. Castellanos;18;17;3;12;671;25;2;2;603;1;0;9
2018/19;Juventus;A. Biyogo Poko;3;16;1;97;971;26;6;2;1123;7;3;13
2017/18;Barcelona;J. Otero;24;29;6;92;319;34;8;2;2341;11;5;10
2017/18;Paris Saint-Germain;N. Boilesen;37;10;19;53;961;49;2;0;3358;1;3;5
2019/20;Liverpool;D. Lainez;25;1;6;85;345;42;3;0;994;6;6;13
2017/18;Liverpool;Y. Al Shahrani;21;4;8;73;711;21;8;0;2130;9;0;6
2019/20;Manchester United;I. Diomandé;11;9;19;93;773;39;5;1;1989;4;5;1
2016/17;Barcelona;D. Dibusz;7;16;3;21;518;42;1;1;983;6;7;7
2021/22;Barcelona;D. K?dzior;15;1;8;71;158;43;8;2;954;11;9;4
2022/23;Bayern Munich;J. Bottinelli;28;9;0;56;713;22;6;0;3218;10;5;11
2017/18;Juventus;G. Barry;31;6;11;87;189;9;1;1;1303;12;3;3
2019/20;Real Madrid;R. Kruse;13;10;3;55;371;15;9;0;129;5;2;6
2021/22;Juventus;C. Bernardi;39;26;12;19;309;44;8;1;1671;12;1;6
2022/23;Manchester United;E. Ávila;21;12;10;22;651;17;3;2;3191;13;4;4
2022/23;Juventus;N. Radonji?;31;0;0;21;779;7;0;2;1971;12;2;0
2017/18;Manchester United;Jeff Meirson;29;20;9;19;835;13;6;1;1912;6;4;11
2022/23;Real Madrid;J. Güemez;28;1;9;44;711;46;4;0;2171;7;7;6
2022/23;Chelsea;J. Jones;37;17;16;25;563;8;4;2;3033;2;9;14
2019/20;Bayern Munich;D. Guzman;3;22;5;54;141;37;5;0;1563;4;9;0
2019/20;Bayern Munich;A. Zaldívar;20;20;2;29;946;26;9;2;3078;7;8;4
2020/21;Bayern Munich;S. Tibbling;22;26;10;66;909;49;1;2;3083;5;2;2
2020/21;Bayern Munich;Joshuando Sá;30;13;6;30;445;22;4;1;628;3;5;11
2021/22;Paris Saint-Germain;A. De Sart;13;24;3;23;827;18;5;2;1607;6;5;11
2018/19;Liverpool;W. Owusu;39;27;5;13;716;26;1;2;1343;2;8;2
2020/21;Chelsea;M. Abarhoun;24;20;10;98;953;13;0;0;2174;6;6;0
2016/17;Juventus;J. Puncheon;6;17;1;86;224;25;1;2;1721;12;5;7
2019/20;Manchester United;M. Stiepermann;38;27;14;13;476;24;6;2;2252;2;3;14
2017/18;Bayern Munich;M. Demir;29;23;5;37;825;38;6;0;2847;10;2;0
2016/17;Barcelona;Salva Sevilla;14;1;9;95;650;27;1;2;2660;7;9;5
2022/23;Paris Saint-Germain;B. Kololli;38;7;10;93;760;36;9;1;333;14;6;7
2018/19;Real Madrid;J. Börner;35;16;18;68;202;48;4;0;2226;3;5;8
2017/18;Paris Saint-Germain;Ricardo Ryller;22;11;19;81;142;11;6;1;285;0;6;1
2022/23;Barcelona;B. Bia?kowski;38;2;1;49;797;33;7;2;1178;10;0;5
2021/22;Real Madrid;M. Mantovani;18;26;16;82;712;33;7;1;2295;6;3;1
2017/18;Bayern Munich;S. Ortega;32;27;2;38;970;7;9;0;705;9;1;2
2019/20;Liverpool;S. Gürler;38;22;3;30;666;48;7;2;2002;4;0;8
2021/22;Paris Saint-Germain;J. Bennett;5;14;12;22;320;40;0;1;1382;0;4;9
2017/18;Barcelona;Rui Fonte;9;5;18;97;951;34;5;0;833;11;7;12
2021/22;Chelsea;A. Adnan;6;22;2;26;805;10;2;0;1878;12;1;14
2017/18;Real Madrid;Luismi;22;12;2;79;449;35;2;1;659;13;0;3
2021/22;Manchester United;L. Garritano;34;16;2;10;651;13;5;0;2624;7;4;10
2019/20;Real Madrid;A. Cubas;20;13;9;52;426;5;6;1;3480;9;2;4
2019/20;Chelsea;Jubal;12;20;4;11;815;5;6;2;1019;1;8;4
2020/21;Manchester United;L. Phiri;39;0;5;40;321;34;9;0;1577;3;6;9
2021/22;Liverpool;T. Delaine;3;7;9;67;187;18;3;2;326;7;2;9
2021/22;Liverpool;J. Murphy;5;17;7;32;120;24;4;2;583;6;4;0
2018/19;Real Madrid;Alexandre Frandeira;38;6;7;70;294;28;2;2;3119;5;6;13
2022/23;Chelsea;R. García Guerreño;23;11;10;68;574;14;4;0;1433;5;8;2
2018/19;Barcelona;K. Sema;29;24;6;20;924;20;9;2;228;5;1;2
2019/20;Real Madrid;Reyes;19;19;12;98;875;17;8;1;1254;12;1;6
2019/20;Bayern Munich;I. Hajrovi?;5;10;2;71;470;16;7;1;2927;12;4;2
2016/17;Barcelona;Fernando Boldrin;9;23;4;41;263;18;9;2;2826;1;2;11
2017/18;Juventus;D. Peralta;2;25;0;85;105;24;2;1;1828;1;0;11
2020/21;Real Madrid;Sebá;20;17;18;97;849;18;4;0;3444;1;2;6
2019/20;Bayern Munich;U. ?osi?;27;29;6;40;339;19;0;2;2292;12;8;11
2016/17;Paris Saint-Germain;F. Pisacane;30;26;5;98;411;33;2;0;2676;7;6;5
2022/23;Bayern Munich;D. Rossi;22;12;7;47;813;38;7;0;2341;8;2;2
2020/21;Manchester United;R. Alvarado;1;24;16;88;737;12;8;1;3406;11;9;11
2021/22;Barcelona;J. Brownhill;27;1;1;89;251;11;1;2;2332;6;3;7
2022/23;Bayern Munich;M. Piedrahita;19;26;19;29;962;33;7;2;1675;8;7;9
2019/20;Juventus;M. van der Werff;17;11;18;75;715;44;6;0;2302;10;7;4
2020/21;Bayern Munich;D. Dwyer;19;18;2;13;324;11;4;2;3516;4;0;8
2016/17;Paris Saint-Germain;G. Bettini;6;4;13;31;497;37;8;0;574;7;0;6
2019/20;Bayern Munich;P. Brlek;10;24;18;18;651;19;6;1;3528;7;2;2
2022/23;Juventus;Miltisco Paulino;34;29;16;29;724;10;3;2;782;14;9;10
2019/20;Real Madrid;Tobias Figueiredo;22;28;10;91;527;33;2;1;761;12;6;3
2017/18;Liverpool;Erik Morán;37;23;12;24;822;19;6;0;3053;3;4;0
2019/20;Manchester United;David Batanero;14;6;7;83;369;25;7;0;190;12;5;2
2019/20;Bayern Munich;G. Holtmann;10;24;6;31;568;40;7;1;2865;5;8;12
2018/19;Paris Saint-Germain;A. Caracciolo;22;19;14;91;657;25;0;2;2921;3;6;5
2022/23;Bayern Munich;A. Ajdarevi?;21;16;16;33;698;13;6;0;3365;14;7;4
2020/21;Liverpool;Jung Sung Ryong;10;26;18;93;780;45;2;0;2778;11;8;10
2019/20;Bayern Munich;A. Kamara;5;17;3;51;297;42;8;2;821;2;0;10
2019/20;Barcelona;A. Preciado;5;19;6;92;237;21;7;0;238;11;5;1
2016/17;Paris Saint-Germain;M. Valenzuela;32;11;10;90;100;10;7;0;3172;9;2;12
2020/21;Chelsea;E. Fernandes;14;25;15;34;213;20;3;2;1080;11;7;3
2019/20;Real Madrid;L. Memushaj;4;0;4;10;277;14;0;1;2082;13;2;10
2022/23;Chelsea;E. Kawashima;21;21;6;95;721;9;3;2;2961;4;1;6
2016/17;Chelsea;J. Filipovi?;20;12;16;30;288;43;4;1;1137;4;1;14
2019/20;Paris Saint-Germain;A. Gogia;11;22;5;34;754;34;4;0;2547;2;0;8
2017/18;Barcelona;D. Schmidt;38;23;11;26;559;38;0;2;147;0;1;11
2017/18;Paris Saint-Germain;Rodrigo Becão;38;24;1;33;228;16;9;0;1462;14;6;11
2019/20;Chelsea;M. Friedrich;7;9;4;37;996;46;6;0;2822;3;1;11
2019/20;Real Madrid;T. Schütz;8;16;16;39;494;19;5;1;3378;5;9;8
2019/20;Juventus;S. Tecl;20;25;14;62;651;13;3;2;2861;4;5;0
2019/20;Juventus;D. Mili?evi?;29;2;5;81;526;39;7;0;3059;14;5;10
2016/17;Manchester United;O. Fink;20;29;14;32;328;10;4;0;255;5;0;7
2021/22;Manchester United;A. Tarek;20;6;14;36;959;22;7;0;2666;9;4;6
2017/18;Paris Saint-Germain;M. Jonji?;6;27;19;73;245;37;2;0;1495;0;1;14
2020/21;Paris Saint-Germain;B. Heynen;17;29;12;89;381;35;1;2;3572;13;8;6
2016/17;Chelsea;João Pedro;39;22;5;71;814;17;1;0;947;6;0;8
2021/22;Chelsea;D. Rosero Valencia;26;21;1;58;943;38;1;2;488;8;2;5
2019/20;Real Madrid;R. Caroca;2;22;17;51;501;17;1;1;499;8;8;11
2020/21;Bayern Munich;Souza;32;27;6;32;633;35;4;2;1419;6;6;6
2018/19;Barcelona;K. Bonifazi;25;13;18;40;383;26;4;1;372;0;4;11
2020/21;Chelsea;D. Williams;22;22;3;83;951;41;4;1;3294;9;6;2
2020/21;Real Madrid;O. Cabezas;27;15;11;26;495;7;2;1;898;6;2;12
2018/19;Manchester United;C. Stengs;1;0;11;77;642;16;4;0;1114;5;8;14
2019/20;Barcelona;Borja Lasso;2;15;12;51;897;9;2;1;140;11;4;4
2017/18;Juventus;R. Oudin;21;10;7;82;524;26;1;2;1308;14;1;9
2017/18;Real Madrid;R. Rodríguez;11;21;16;98;969;9;6;1;1648;12;9;5
2022/23;Bayern Munich;J. Campos;26;8;15;77;111;39;7;0;2682;0;3;8
2016/17;Manchester United;J. Rhodes;15;0;12;71;700;31;9;1;2071;11;9;4
2020/21;Liverpool;I. Šunji?;35;1;2;36;354;32;5;2;1675;3;0;13
2018/19;Juventus;R. Thelander;38;20;15;62;361;44;4;0;2305;8;1;10
2021/22;Bayern Munich;N. Moro;13;15;15;28;125;43;9;1;3485;5;9;10
2019/20;Paris Saint-Germain;M. Lustig;1;2;2;14;800;27;1;0;2083;3;1;11
2019/20;Juventus;S. Nishikawa;21;4;19;96;704;31;2;2;1157;4;5;14
2020/21;Juventus;M. Torsiglieri;14;12;12;91;110;32;3;2;2370;0;5;12
2016/17;Bayern Munich;P. Škuleti?;18;26;12;43;268;21;2;0;2684;5;1;10
2017/18;Chelsea;M. Caire;11;4;1;60;968;29;3;1;820;6;3;4
2019/20;Juventus;C. Lucchetti;9;3;1;85;789;6;8;2;1072;11;5;5
2018/19;Paris Saint-Germain;B. Afobe;38;3;7;31;522;22;9;1;3237;11;2;2
2018/19;Liverpool;Carlitos;10;14;13;25;136;6;4;1;2833;11;6;1
2019/20;Chelsea;J. Bela;7;5;3;69;218;23;8;2;1337;12;7;4
2016/17;Juventus;M. Coronel;8;26;14;34;625;25;0;1;2413;6;3;5
2017/18;Juventus;Ricardo Valente;10;18;2;35;858;11;2;2;2588;13;5;6
2016/17;Chelsea;J. Perbet;3;27;16;85;516;28;7;1;778;4;6;1
2021/22;Paris Saint-Germain;A. Callens;8;6;13;45;635;27;9;2;3084;11;0;5
2018/19;Chelsea;Adriano Facchini;6;7;14;39;274;15;6;0;1276;6;5;7
2019/20;Real Madrid;Carraça;12;17;11;81;602;34;4;0;1536;14;2;14
2016/17;Chelsea;A. Rojas;33;11;19;71;186;40;1;2;720;3;5;5
2021/22;Manchester United;D. Lenihan;25;16;18;15;449;25;7;0;1834;13;8;0
2020/21;Liverpool;B. McKay;5;21;18;97;330;39;9;1;1811;14;4;9
2016/17;Real Madrid;N. Ghilas;15;27;13;66;602;34;9;1;2271;4;7;13
2021/22;Manchester United;Y. Kashiwa;22;28;15;43;371;48;5;2;566;1;1;0
2021/22;Paris Saint-Germain;D. Damjanovi?;4;4;1;74;353;14;6;0;2617;4;4;8
2019/20;Paris Saint-Germain;F. Sammaritano;14;5;10;52;744;26;9;1;2627;5;1;13
2022/23;Liverpool;V. Fiorillo;25;20;6;37;832;24;1;1;1363;8;5;6
2018/19;Barcelona;R. Keogh;7;27;7;24;318;32;1;0;937;9;6;8
2017/18;Juventus;Bressan;1;11;16;78;912;47;5;0;880;6;0;12
2019/20;Manchester United;E. Ba?san;22;2;2;71;333;41;6;0;3216;1;2;0
2021/22;Barcelona;J. Quiñones;36;12;13;53;475;25;7;2;966;5;2;9
2021/22;Liverpool;A. Soto;39;6;4;95;950;22;0;0;1935;13;2;4
2019/20;Chelsea;H. Novillo;28;11;10;73;521;32;6;0;1601;12;0;3
2022/23;Barcelona;C. Brunt;37;20;13;92;895;7;9;1;2912;9;8;13
2016/17;Paris Saint-Germain;D. McGoldrick;23;15;19;96;428;28;5;2;1081;8;0;14
2022/23;Real Madrid;K. Letica;27;17;8;42;297;38;7;0;1383;1;4;12
2019/20;Liverpool;L. Reyes;25;23;10;39;965;15;9;0;2487;2;2;5
2018/19;Chelsea;L. Zingerle;38;22;16;16;328;6;5;2;2663;9;2;11
2022/23;Liverpool;F. Müller;29;16;5;65;924;13;6;0;150;10;5;11
2020/21;Liverpool;R. Tesche;38;7;18;19;312;43;4;1;3133;9;5;12
2019/20;Paris Saint-Germain;U. Emanuelson;31;8;6;54;347;44;5;2;1730;4;5;9
2020/21;Liverpool;J. Abella;21;19;13;72;951;48;4;0;3429;14;8;5
2016/17;Chelsea;T. Kleindienst;34;24;17;23;311;20;9;2;926;2;5;9
2019/20;Barcelona;M. Yumlu;28;17;14;65;180;21;0;1;1399;10;5;10
2018/19;Bayern Munich;M. Matip;23;28;11;52;581;40;2;2;3029;5;7;10
2021/22;Barcelona;J. Sambenito;14;19;4;18;985;35;5;2;2285;3;7;12
2017/18;Barcelona;S. Prevljak;24;6;16;56;155;9;6;1;155;3;1;9
2016/17;Liverpool;D. von Ballmoos;16;18;16;42;541;17;8;1;963;0;1;4
2022/23;Liverpool;A. Nwakaeme;1;28;10;78;812;22;1;2;468;14;0;13
2022/23;Bayern Munich;D. Silva;13;3;8;79;918;38;7;2;3317;5;3;5
2019/20;Real Madrid;I. Oblyakov;26;4;18;35;935;35;6;2;2589;1;8;11
2017/18;Juventus;M. Fraga;27;6;6;12;842;46;0;0;2383;0;7;9
2018/19;Juventus;B. Ba?aç?ko?lu;21;10;13;21;935;32;6;1;130;4;3;4
2021/22;Chelsea;C. Bryson;16;18;10;44;966;19;3;1;442;13;2;5
2021/22;Manchester United;D. Andrade;11;7;1;87;180;21;3;2;1791;6;4;5
2020/21;Barcelona;E. Andersen;16;29;2;63;910;15;9;0;2123;5;8;5
2017/18;Paris Saint-Germain;H. Dean;23;0;0;88;996;25;6;1;3154;4;5;8
2017/18;Chelsea;Edu Machado;20;20;18;48;302;5;5;1;1058;7;2;1
2020/21;Juventus;E. Aguirre;1;15;15;20;886;36;3;0;1963;11;8;4
2018/19;Liverpool;N. Leiva;35;13;0;62;564;42;7;0;2861;3;5;2
2022/23;Bayern Munich;Tiago;18;28;7;90;906;20;4;2;3201;5;6;0
2019/20;Chelsea;K. Musona;32;22;16;87;578;17;4;0;1071;5;1;13
2020/21;Bayern Munich;A. Gonçalves;32;24;6;97;972;41;9;1;2253;5;0;7
2018/19;Real Madrid;Torrejón;39;20;1;48;631;12;3;1;140;8;0;2
2021/22;Liverpool;C. Pinares;13;28;15;82;796;20;3;1;2800;6;3;8
2020/21;Bayern Munich;R. Pucino;5;24;17;96;491;17;7;1;565;10;4;4
2016/17;Barcelona;P. Barrera;29;13;0;50;548;15;2;2;3447;5;0;7
2018/19;Juventus;Nascimentardo;1;0;5;63;938;43;2;2;2930;6;3;11
2020/21;Real Madrid;Heltinho Melo;7;28;18;72;723;38;1;2;1229;2;2;1
2022/23;Chelsea;B. Koita;16;16;19;48;424;48;7;1;1942;13;6;10
2020/21;Chelsea;Canella;2;2;7;20;521;32;4;2;1263;12;2;10
2017/18;Bayern Munich;K. Lee;28;25;8;57;143;49;6;2;1741;13;9;8
2016/17;Bayern Munich;R. Mphahlele;7;19;5;28;800;10;3;0;1015;7;6;8
2022/23;Bayern Munich;K. Müller;21;29;14;35;844;46;3;2;2637;13;1;3
2018/19;Liverpool;J. Cuero;20;27;3;35;788;41;0;1;1382;2;6;14
2016/17;Juventus;J. Wallace;31;19;13;93;724;27;8;1;1628;7;3;2
2022/23;Juventus;J. Sánchez;34;22;2;29;479;6;4;0;2221;12;9;2
2020/21;Paris Saint-Germain;S. Guirassy;9;9;11;49;586;18;0;1;1268;1;2;5
2020/21;Manchester United;L. Agbenyenu;10;15;15;14;214;27;4;0;418;2;7;0
2019/20;Paris Saint-Germain;J. Harrison;4;23;16;16;890;11;6;0;215;4;7;7
2021/22;Barcelona;S. Schwab;25;3;1;19;654;28;4;2;1930;9;7;6
2016/17;Paris Saint-Germain;D. Burn;15;21;7;11;705;6;6;2;1472;12;9;0
2019/20;Paris Saint-Germain;M. Correia;8;28;2;16;767;45;2;2;1848;12;5;14
2020/21;Chelsea;Marlion Rolim;7;6;5;77;580;44;5;1;1354;3;0;12
2021/22;Barcelona;S. Michel;16;6;6;97;848;39;5;0;3145;5;8;1
2021/22;Juventus;P. Olkowski;3;17;0;71;556;12;5;2;2500;14;8;10
2021/22;Manchester United;G. Loria;12;16;4;90;174;32;8;0;224;5;6;5
2022/23;Manchester United;Javi Castellano;27;1;2;65;465;26;7;1;1883;8;8;0
2016/17;Paris Saint-Germain;M. Fouzair;17;1;12;43;913;33;6;2;473;9;2;12
2018/19;Real Madrid;C. Yambéré;29;27;4;42;308;48;4;0;601;12;0;9
2019/20;Liverpool;B. Sanneh;3;2;7;44;810;7;6;1;1280;0;2;4
2021/22;Paris Saint-Germain;H. Reed;2;22;16;70;450;17;5;1;2090;7;1;14
2019/20;Paris Saint-Germain;Fernando;34;1;10;40;367;20;8;1;1145;12;2;8
2017/18;Paris Saint-Germain;S. Plavši?;36;14;3;83;885;12;2;2;3355;9;0;11
2022/23;Chelsea;J. Morrison;26;20;1;36;888;10;1;1;2738;0;7;4
2021/22;Real Madrid;D. Machado;13;16;12;77;709;36;2;2;551;9;0;9
2016/17;Liverpool;P. Díaz;35;18;2;30;315;23;1;2;2960;4;7;0
2016/17;Chelsea;A. Khalili;7;14;0;55;260;40;2;1;1390;9;7;3
2020/21;Juventus;K. Kerschbaumer;30;12;19;30;240;16;9;0;2779;9;5;2
2018/19;Manchester United;S. Medojevi?;8;12;5;56;503;9;0;0;3429;2;8;3
2021/22;Liverpool;G. Berardi;37;17;7;70;269;10;9;2;1430;3;2;4
2020/21;Paris Saint-Germain;Thiago Santana;14;11;6;66;350;47;1;1;2442;3;7;11
2017/18;Chelsea;M. Malo?a;1;18;8;52;854;39;4;0;982;13;6;2
2018/19;Manchester United;Negueba;30;18;1;16;289;16;2;0;1751;6;4;9
2018/19;Liverpool;S. Malone;22;17;17;66;660;25;3;0;160;1;9;10
2019/20;Juventus;J. Cooper;34;28;1;30;361;31;1;1;2571;12;4;5
2022/23;Bayern Munich;H. Abe;2;1;11;89;898;27;0;2;389;7;2;0
2022/23;Liverpool;Raúl Lizoain;39;7;14;18;359;45;3;2;2247;2;9;5
2016/17;Liverpool;K. Lafferty;29;3;2;33;585;33;0;0;1453;11;1;3
2021/22;Liverpool;Wiliam Santinho;28;25;2;39;407;35;7;1;719;11;4;4
2021/22;Liverpool;T. Beugelsdijk;31;17;8;61;996;9;7;0;1693;6;9;6
2017/18;Paris Saint-Germain;F. Gulbrandsen;25;4;13;35;154;47;8;1;3357;9;6;11
2020/21;Barcelona;L. Bruins;11;24;19;78;838;13;4;1;1461;10;0;0
2019/20;Real Madrid;R. Oshima;14;1;10;32;702;14;6;1;2814;4;0;5
2021/22;Chelsea;Álvaro;16;17;4;34;717;9;9;0;3444;8;1;1
2020/21;Liverpool;M. Al Buraik;38;13;13;70;823;34;8;0;2518;0;9;10
2021/22;Real Madrid;Raphael Rossi;2;21;1;34;254;17;2;1;2455;8;9;7
2016/17;Paris Saint-Germain;G. Litteri;21;3;15;44;513;47;6;2;1787;9;8;3
2022/23;Paris Saint-Germain;M. Rodríguez;17;5;18;26;465;16;3;0;1141;10;8;7
2017/18;Paris Saint-Germain;C. Gülselam;16;7;12;33;359;35;9;0;1983;14;8;1
2018/19;Juventus;M. Le Bihan;12;25;8;70;549;23;4;1;3269;8;0;2
2021/22;Chelsea;R. Baji?;1;29;16;66;384;11;2;1;3424;6;5;9
2022/23;Real Madrid;F. Navarro;35;16;9;48;980;24;9;0;1698;12;6;14
2022/23;Bayern Munich;B. Dr?gowski;13;19;0;15;947;28;3;1;2626;12;9;1
2016/17;Bayern Munich;D. Bentley;32;8;6;33;647;39;5;1;2573;0;8;13
2022/23;Juventus;Juninho;17;26;11;87;835;17;0;2;2173;0;1;11
2018/19;Bayern Munich;Kadu;1;19;7;22;335;41;6;0;1600;7;7;4
2016/17;Chelsea;Rafa Mir;16;27;15;59;615;13;8;2;1768;10;4;10
2016/17;Barcelona;M. Autret;23;2;19;92;768;10;1;2;1009;11;8;10
2020/21;Real Madrid;A. Diomande;31;13;15;51;963;44;0;2;1572;13;6;9
2016/17;Chelsea;B. Jeannot;13;5;18;44;535;31;4;1;3162;5;9;3
2019/20;Liverpool;Z. Kuzmanovi?;39;23;18;42;715;7;5;2;3364;14;7;5
2019/20;Liverpool;D. Lemos;14;28;2;60;167;16;5;2;307;8;6;9
2020/21;Barcelona;D. Barbona;25;21;11;13;495;13;0;1;1305;0;2;4
