Categoria de Producto Visaulizado;Ciudad;Compra_Completada;Descuento_Aplicado;Tipo_de_Dispositivo;Sistema_Operativo_Dispositivo;País;Miembro_Lealtad;Método_de_Pago;ID_Usuario;Género;Fuente_Referencia;Duración de la sesión en minutos;Edad;Estimado Días de Entrega;Hora_Compra;Porcentaje_Descuento;Productos_Visualizados;Rango_Precio_Producto;Reseñas enviadas por el usuario.;Cantidad_Gastada
Electrónica;Montreal;Sí;No;Escritorio;iOS;Canada;No;PayPal;U1452;Femenino;Correo Electrónico;17;55;22;3;0;12;19712;0;0
Electrónica;Montreal;Sí;No;Escritorio;Windows;Canada;No;Tarjeta de Regalo;U1233;Otro;Otro;170;39;13;22;24;36;23497;10;0
Electrónica;Montreal;Sí;No;Tableta;Linux;Canada;Sí;Criptomoneda;U0511;Masculino;Directo;118;29;18;13;31;37;31427;0;87183
Electrónica;Montreal;Sí;Sí;Móvil;Linux;Canada;Sí;Tarjeta de Crédito;U1441;Otro;Correo Electrónico;120;60;1;7;0;33;44434;1;50884
Electrónica;Montreal;Sí;Sí;Tableta;Windows;Canada;Sí;Tarjeta de Regalo;U1408;Otro;Redes Sociales;97;38;5;10;40;40;8092;8;54582
Electrónica;Múnich;No;No;Móvil;Linux;Germany;No;PayPal;U0686;Otro;Google;131;35;9;2;44;45;44021;5;0
Electrónica;Múnich;No;No;Tableta;Android;Germany;Sí;Tarjeta de Regalo;U0144;Masculino;Otro;144;32;11;15;0;10;41062;6;0
Electrónica;Múnich;No;Sí;Escritorio;Linux;Germany;No;PayPal;U0319;Femenino;Directo;78;65;7;0;0;9;27399;8;82654
Electrónica;Múnich;No;Sí;Escritorio;Linux;Germany;No;Tarjeta de Crédito;U0133;Femenino;Google;69;54;30;23;0;24;21456;2;0
Electrónica;Múnich;No;Sí;Escritorio;Windows;Germany;Sí;PayPal;U0179;Femenino;Otro;171;42;29;21;0;20;43813;7;48284
Electrónica;Múnich;No;Sí;Móvil;Android;Germany;Sí;PayPal;U0680;Otro;Correo Electrónico;39;28;30;13;0;28;17382;1;0
Electrónica;Múnich;No;Sí;Tableta;iOS;Germany;Sí;PayPal;U1348;Otro;Correo Electrónico;146;34;24;6;45;12;9393;4;48679
Electrónica;Múnich;No;Sí;Tableta;Windows;Germany;No;Tarjeta de Crédito;U0151;Otro;Directo;29;49;20;19;13;39;43207;9;78839
Electrónica;Múnich;Sí;No;Escritorio;Android;Germany;Sí;Criptomoneda;U0591;Masculino;Correo Electrónico;17;64;5;2;0;5;15929;4;0
Electrónica;Múnich;Sí;No;Escritorio;iOS;Germany;No;Criptomoneda;U0288;Masculino;Directo;165;25;13;23;5;18;34528;7;0
Electrónica;Múnich;Sí;No;Tableta;iOS;Germany;Sí;Tarjeta de Regalo;U0873;Masculino;Otro;77;63;18;3;0;11;44807;2;19865
Electrónica;Múnich;Sí;No;Tableta;Linux;Germany;No;Criptomoneda;U1149;Otro;Correo Electrónico;98;25;9;3;36;41;33636;0;77444
Electrónica;Múnich;Sí;Sí;Escritorio;MacOS;Germany;Sí;PayPal;U0574;Otro;Redes Sociales;36;37;1;12;38;36;38604;0;90934
Electrónica;Nueva York;No;Sí;Escritorio;Windows;USA;Sí;PayPal;U1189;Femenino;Google;165;63;4;9;0;41;42441;10;20373
Electrónica;Nueva York;No;Sí;Móvil;iOS;USA;No;PayPal;U1072;Otro;Google;21;25;18;8;34;48;22093;1;0
Electrónica;Nueva York;No;Sí;Móvil;Windows;USA;No;PayPal;U0584;Masculino;Directo;157;29;17;6;0;16;46909;5;0
Electrónica;Nueva York;No;Sí;Tableta;iOS;USA;Sí;Tarjeta de Crédito;U0542;Masculino;Correo Electrónico;179;24;14;20;0;10;3288;9;0
Electrónica;Nueva York;No;Sí;Tableta;Linux;USA;Sí;PayPal;U0843;Masculino;Otro;87;40;16;23;0;13;2403;3;0
Electrónica;Nueva York;Sí;No;Escritorio;Windows;USA;No;PayPal;U0030;Femenino;Directo;15;44;27;16;0;16;3988;5;49557
Electrónica;Nueva York;Sí;No;Móvil;MacOS;USA;Sí;Tarjeta de Crédito;U0736;Femenino;Redes Sociales;169;62;6;9;0;14;10707;1;0
Electrónica;Nueva York;Sí;No;Móvil;Windows;USA;No;PayPal;U1331;Femenino;Otro;16;22;19;8;12;28;4930;4;0
Electrónica;Nueva York;Sí;Sí;Escritorio;MacOS;USA;No;Tarjeta de Regalo;U0639;Femenino;Otro;117;34;4;10;12;17;31876;0;21388
Electrónica;Nueva York;Sí;Sí;Móvil;Android;USA;Sí;Criptomoneda;U1322;Otro;Google;23;22;25;9;8;18;38155;0;75907
Electrónica;Nueva York;Sí;Sí;Tableta;Android;USA;No;Tarjeta de Regalo;U1041;Otro;Correo Electrónico;17;31;27;23;4;16;48209;1;0
Electrónica;París;No;Sí;Móvil;Windows;France;Sí;Tarjeta de Regalo;U0328;Masculino;Google;24;25;23;5;0;41;23724;6;78204
Electrónica;París;No;Sí;Tableta;Android;France;No;Criptomoneda;U0220;Femenino;Otro;163;49;8;14;0;24;2445;10;48049
Electrónica;París;Sí;No;Escritorio;MacOS;France;No;Tarjeta de Crédito;U1143;Femenino;Directo;1;37;14;0;22;1;8057;2;28305
Electrónica;París;Sí;No;Móvil;iOS;France;Sí;Tarjeta de Crédito;U1478;Otro;Otro;148;32;27;11;9;26;43123;9;0
Electrónica;París;Sí;No;Móvil;Linux;France;No;Tarjeta de Regalo;U0197;Masculino;Redes Sociales;132;32;5;18;41;24;24893;6;6788
Electrónica;París;Sí;No;Tableta;Linux;France;No;Tarjeta de Crédito;U1101;Masculino;Directo;161;47;11;14;0;13;14834;3;33046
Electrónica;París;Sí;Sí;Escritorio;Android;France;No;Criptomoneda;U0620;Femenino;Google;95;55;3;9;48;13;11551;3;28871
Electrónica;París;Sí;Sí;Escritorio;MacOS;France;Sí;PayPal;U0833;Masculino;Redes Sociales;115;22;22;5;49;27;8857;10;87358
Electrónica;París;Sí;Sí;Tableta;MacOS;France;Sí;Tarjeta de Regalo;U1000;Femenino;Otro;31;37;23;19;48;25;461;6;70169
Electrónica;Rio de Janeiro;No;No;Escritorio;Linux;Brazil;Sí;PayPal;U1126;Femenino;Correo Electrónico;79;46;26;13;46;42;5332;1;0
Electrónica;Rio de Janeiro;No;No;Escritorio;MacOS;Brazil;Sí;PayPal;U0367;Otro;Redes Sociales;46;48;28;0;44;42;18731;10;9119
Electrónica;Rio de Janeiro;No;No;Escritorio;MacOS;Brazil;Sí;PayPal;U1382;Masculino;Directo;34;40;28;2;29;25;32856;4;0
Electrónica;Rio de Janeiro;No;No;Móvil;MacOS;Brazil;No;PayPal;U1068;Otro;Correo Electrónico;78;59;5;11;33;46;19127;6;0
Electrónica;Rio de Janeiro;No;No;Móvil;Windows;Brazil;Sí;Tarjeta de Regalo;U0417;Femenino;Otro;20;23;5;3;0;23;6086;7;44528
Electrónica;Rio de Janeiro;No;No;Tableta;Linux;Brazil;Sí;Criptomoneda;U1405;Masculino;Redes Sociales;158;53;5;15;0;18;15812;5;0
Electrónica;Rio de Janeiro;No;Sí;Escritorio;Android;Brazil;No;Criptomoneda;U0613;Otro;Directo;70;35;6;19;40;44;42119;6;0
Electrónica;Rio de Janeiro;No;Sí;Escritorio;MacOS;Brazil;No;PayPal;U0352;Masculino;Redes Sociales;148;54;2;8;35;48;32716;6;0
Electrónica;Rio de Janeiro;No;Sí;Móvil;Linux;Brazil;No;Criptomoneda;U0246;Femenino;Otro;154;36;21;14;0;21;34846;5;0
Electrónica;Rio de Janeiro;No;Sí;Móvil;Linux;Brazil;No;Tarjeta de Crédito;U1450;Masculino;Redes Sociales;68;61;20;16;0;26;40251;10;0
Electrónica;Rio de Janeiro;No;Sí;Móvil;MacOS;Brazil;No;PayPal;U1442;Masculino;Correo Electrónico;97;57;6;14;10;19;23803;6;0
Electrónica;Rio de Janeiro;No;Sí;Tableta;MacOS;Brazil;Sí;PayPal;U0869;Femenino;Directo;90;22;19;4;0;35;2033;8;0
Electrónica;Rio de Janeiro;Sí;No;Escritorio;iOS;Brazil;No;PayPal;U0403;Otro;Directo;89;31;28;16;0;38;33603;10;0
Electrónica;Rio de Janeiro;Sí;No;Escritorio;iOS;Brazil;No;Tarjeta de Crédito;U1489;Femenino;Correo Electrónico;90;40;2;8;18;42;23781;4;0
Electrónica;Rio de Janeiro;Sí;No;Escritorio;Linux;Brazil;Sí;PayPal;U0916;Otro;Correo Electrónico;73;52;29;5;50;33;32016;5;96045
Electrónica;Rio de Janeiro;Sí;No;Tableta;Android;Brazil;No;PayPal;U0253;Femenino;Redes Sociales;47;56;11;12;0;20;47062;5;49016
Electrónica;Rio de Janeiro;Sí;No;Tableta;Windows;Brazil;No;Tarjeta de Crédito;U1035;Otro;Otro;111;55;10;22;0;26;30624;8;0
Electrónica;Rio de Janeiro;Sí;Sí;Tableta;iOS;Brazil;Sí;Tarjeta de Regalo;U1121;Masculino;Redes Sociales;24;64;13;21;41;9;16012;5;0
Electrónica;Sao Paulo;No;No;Móvil;MacOS;Brazil;Sí;PayPal;U0887;Otro;Correo Electrónico;75;34;28;20;46;41;11376;7;3601
Electrónica;Sao Paulo;No;No;Móvil;MacOS;Brazil;Sí;Tarjeta de Regalo;U0210;Otro;Correo Electrónico;77;45;10;6;0;17;41733;2;0
Electrónica;Sao Paulo;No;No;Tableta;Android;Brazil;Sí;Tarjeta de Crédito;U0534;Otro;Correo Electrónico;30;43;12;11;0;5;24686;1;55731
Electrónica;Sao Paulo;No;Sí;Móvil;iOS;Brazil;No;Criptomoneda;U0540;Femenino;Google;79;51;9;0;0;39;16668;2;0
Electrónica;Sao Paulo;No;Sí;Tableta;iOS;Brazil;Sí;Tarjeta de Regalo;U0111;Femenino;Otro;77;59;23;3;49;7;20629;1;0
Electrónica;Sao Paulo;No;Sí;Tableta;Linux;Brazil;Sí;Tarjeta de Regalo;U1232;Masculino;Otro;39;37;30;20;0;4;43279;3;0
Electrónica;Sao Paulo;No;Sí;Tableta;Windows;Brazil;No;PayPal;U0794;Otro;Directo;119;22;21;0;9;17;795;7;85621
Electrónica;Sao Paulo;Sí;No;Escritorio;MacOS;Brazil;Sí;Criptomoneda;U1317;Masculino;Directo;100;46;15;19;7;50;22883;2;10328
Electrónica;Sao Paulo;Sí;No;Tableta;Android;Brazil;No;Criptomoneda;U1153;Masculino;Google;38;63;14;12;42;11;39991;1;85295
Electrónica;Sao Paulo;Sí;Sí;Móvil;iOS;Brazil;Sí;PayPal;U0241;Femenino;Redes Sociales;139;37;19;10;23;29;13791;1;0
Electrónica;Sao Paulo;Sí;Sí;Tableta;MacOS;Brazil;No;PayPal;U0543;Masculino;Otro;102;21;17;21;0;10;1682;0;26922
Electrónica;Toronto;No;Sí;Escritorio;MacOS;Canada;Sí;Tarjeta de Crédito;U1226;Femenino;Redes Sociales;56;45;28;23;0;24;10701;3;23574
Electrónica;Toronto;No;Sí;Móvil;Windows;Canada;No;Tarjeta de Crédito;U1447;Femenino;Redes Sociales;121;20;14;2;0;16;33128;10;48387
Electrónica;Toronto;No;Sí;Tableta;Android;Canada;Sí;PayPal;U0402;Femenino;Redes Sociales;69;33;25;8;0;15;11036;7;0
Electrónica;Toronto;No;Sí;Tableta;iOS;Canada;No;PayPal;U1056;Otro;Redes Sociales;81;31;2;20;13;25;5606;2;0
Electrónica;Toronto;Sí;No;Móvil;Linux;Canada;No;Criptomoneda;U0277;Otro;Redes Sociales;25;58;5;13;0;18;30407;6;46746
Electrónica;Toronto;Sí;Sí;Móvil;Android;Canada;Sí;PayPal;U1155;Masculino;Redes Sociales;136;29;15;5;0;22;48936;10;0
Electrónica;Toronto;Sí;Sí;Móvil;iOS;Canada;Sí;Tarjeta de Crédito;U1390;Masculino;Redes Sociales;32;57;18;7;32;3;5028;3;34671
Electrónica;Toronto;Sí;Sí;Tableta;Android;Canada;No;Tarjeta de Crédito;U0732;Otro;Directo;89;42;21;21;26;28;28254;10;0
Electrónica;Toronto;Sí;Sí;Tableta;Windows;Canada;Sí;Criptomoneda;U1473;Masculino;Redes Sociales;14;25;20;21;30;26;14083;9;7556
Electrónica;Vancouver;No;No;Escritorio;iOS;Canada;Sí;PayPal;U0625;Masculino;Otro;12;59;26;8;7;2;46576;7;0
Electrónica;Vancouver;No;No;Escritorio;Windows;Canada;No;PayPal;U1414;Femenino;Google;41;57;25;6;0;43;9684;5;0
Electrónica;Vancouver;No;No;Móvil;Linux;Canada;Sí;Tarjeta de Crédito;U0529;Otro;Otro;97;63;20;8;39;7;32705;10;0
Electrónica;Vancouver;No;Sí;Escritorio;Linux;Canada;No;Tarjeta de Crédito;U0647;Otro;Redes Sociales;161;36;7;2;23;40;15411;2;52901
Electrónica;Vancouver;No;Sí;Móvil;Android;Canada;No;Tarjeta de Crédito;U1294;Otro;Google;119;41;7;4;36;36;30498;10;0
Electrónica;Vancouver;No;Sí;Móvil;Linux;Canada;No;PayPal;U1358;Femenino;Correo Electrónico;27;39;5;16;32;4;47277;7;0
Electrónica;Vancouver;No;Sí;Móvil;Windows;Canada;Sí;Tarjeta de Crédito;U0998;Masculino;Correo Electrónico;179;21;12;9;0;39;26849;10;47319
Electrónica;Vancouver;No;Sí;Tableta;Linux;Canada;No;Tarjeta de Regalo;U0934;Masculino;Directo;48;27;11;15;0;33;17997;2;0
Electrónica;Vancouver;Sí;No;Escritorio;MacOS;Canada;Sí;Tarjeta de Regalo;U0208;Femenino;Google;44;19;16;4;21;10;2509;3;0
Electrónica;Vancouver;Sí;No;Escritorio;Windows;Canada;No;Tarjeta de Crédito;U1350;Femenino;Otro;45;31;26;12;0;3;28471;2;89655
Electrónica;Vancouver;Sí;No;Escritorio;Windows;Canada;Sí;PayPal;U0866;Femenino;Redes Sociales;57;38;12;0;0;40;6884;8;0
Electrónica;Vancouver;Sí;No;Escritorio;Windows;Canada;Sí;Tarjeta de Regalo;U0131;Femenino;Directo;36;18;2;17;41;8;5946;8;79146
Electrónica;Vancouver;Sí;No;Móvil;Windows;Canada;Sí;Tarjeta de Crédito;U1011;Masculino;Redes Sociales;99;53;14;17;19;2;24994;4;53467
Electrónica;Vancouver;Sí;No;Tableta;Android;Canada;No;PayPal;U0803;Masculino;Google;123;38;5;23;31;6;44304;7;31584
Electrónica;Vancouver;Sí;No;Tableta;Linux;Canada;No;Tarjeta de Crédito;U0560;Masculino;Redes Sociales;161;56;9;18;17;31;35958;8;0
Electrónica;Vancouver;Sí;No;Tableta;Windows;Canada;Sí;PayPal;U1291;Masculino;Redes Sociales;110;51;28;11;45;49;16995;4;0
Electrónica;Vancouver;Sí;Sí;Móvil;Linux;Canada;Sí;Tarjeta de Crédito;U0527;Femenino;Otro;54;29;23;4;10;45;34686;2;90326
Electrónica;Vancouver;Sí;Sí;Móvil;Windows;Canada;No;PayPal;U0928;Masculino;Directo;134;42;15;22;40;15;11889;5;0
Electrónica;Vancouver;Sí;Sí;Tableta;iOS;Canada;No;Tarjeta de Regalo;U0046;Otro;Correo Electrónico;41;31;18;14;6;4;38846;8;0
Deportes;Berlín;No;No;Escritorio;Android;Germany;Sí;PayPal;U1128;Masculino;Redes Sociales;70;22;29;22;48;3;1782;0;41643
Deportes;Berlín;No;No;Móvil;Linux;Germany;No;Tarjeta de Regalo;U0017;Otro;Correo Electrónico;173;39;22;11;0;16;9968;9;0
Deportes;Berlín;No;No;Tableta;iOS;Germany;No;PayPal;U0212;Otro;Correo Electrónico;137;54;15;11;31;38;3957;7;0
Deportes;Berlín;No;Sí;Escritorio;iOS;Germany;Sí;Criptomoneda;U0397;Masculino;Otro;70;62;19;17;4;41;28689;9;14204
Deportes;Berlín;No;Sí;Móvil;Linux;Germany;Sí;Criptomoneda;U1138;Femenino;Redes Sociales;98;53;22;22;0;20;5297;5;0
Deportes;Berlín;No;Sí;Tableta;Android;Germany;No;Tarjeta de Crédito;U0782;Otro;Redes Sociales;114;49;5;18;32;37;32538;3;10473
Deportes;Berlín;No;Sí;Tableta;iOS;Germany;Sí;Tarjeta de Crédito;U1202;Otro;Google;97;52;4;11;29;48;1903;1;0
Deportes;Berlín;Sí;No;Tableta;iOS;Germany;Sí;Criptomoneda;U1139;Femenino;Redes Sociales;96;43;19;12;0;39;27627;7;0
Deportes;Berlín;Sí;No;Tableta;Windows;Germany;Sí;Criptomoneda;U0978;Otro;Correo Electrónico;42;23;24;15;0;38;41747;1;30373
Deportes;Berlín;Sí;Sí;Escritorio;Android;Germany;No;Criptomoneda;U1289;Femenino;Redes Sociales;38;64;11;18;50;42;2483;1;0
Deportes;Berlín;Sí;Sí;Escritorio;Linux;Germany;No;PayPal;U1042;Femenino;Redes Sociales;173;28;25;17;50;37;2718;6;68973
Deportes;Berlín;Sí;Sí;Escritorio;MacOS;Germany;No;Tarjeta de Crédito;U0295;Femenino;Directo;160;42;17;10;0;29;1723;4;54398
Deportes;Brasilia;No;No;Móvil;MacOS;Brazil;Sí;Criptomoneda;U0661;Femenino;Redes Sociales;170;25;14;14;0;14;44145;3;0
Deportes;Brasilia;No;No;Tableta;Linux;Brazil;No;PayPal;U0054;Femenino;Directo;3;61;5;0;17;12;38614;9;0
Deportes;Brasilia;Sí;No;Escritorio;Linux;Brazil;Sí;PayPal;U0205;Masculino;Otro;165;20;3;19;31;44;21801;2;0
Deportes;Brasilia;Sí;No;Móvil;iOS;Brazil;No;PayPal;U0329;Masculino;Otro;149;44;11;19;50;46;18702;9;84125
Deportes;Brasilia;Sí;No;Tableta;MacOS;Brazil;No;PayPal;U1230;Femenino;Google;113;37;13;12;28;36;6734;5;44538
Deportes;Brasilia;Sí;Sí;Escritorio;Android;Brazil;No;Criptomoneda;U1409;Masculino;Google;74;28;25;9;40;46;3680;5;0
Deportes;Brasilia;Sí;Sí;Tableta;MacOS;Brazil;Sí;PayPal;U1024;Otro;Otro;68;57;13;16;25;49;14854;2;74735
Deportes;Brasilia;Sí;Sí;Tableta;Windows;Brazil;No;Tarjeta de Crédito;U1021;Femenino;Otro;144;61;10;11;1;47;12488;3;0
Deportes;Brasilia;Sí;Sí;Tableta;Windows;Brazil;Sí;Tarjeta de Crédito;U0339;Masculino;Redes Sociales;76;65;23;4;41;48;44889;8;0
Deportes;Chicago;No;No;Escritorio;iOS;USA;Sí;Tarjeta de Crédito;U0592;Masculino;Redes Sociales;39;33;23;23;0;21;15659;8;0
Deportes;Chicago;No;No;Escritorio;Linux;USA;No;Tarjeta de Regalo;U0098;Femenino;Directo;42;26;10;6;0;12;4073;7;0
Deportes;Chicago;No;No;Escritorio;Windows;USA;No;Tarjeta de Crédito;U1359;Otro;Google;26;60;24;2;11;25;751;6;10519
Deportes;Chicago;No;No;Móvil;iOS;USA;No;PayPal;U1004;Femenino;Google;153;64;2;22;0;3;40903;5;27618
Deportes;Chicago;No;No;Tableta;Linux;USA;Sí;Criptomoneda;U1290;Masculino;Otro;142;25;10;20;16;9;48789;2;4917
Deportes;Chicago;No;Sí;Móvil;iOS;USA;No;Tarjeta de Crédito;U0388;Femenino;Correo Electrónico;17;46;22;1;8;45;20481;1;0
Deportes;Chicago;No;Sí;Móvil;MacOS;USA;Sí;PayPal;U1008;Masculino;Google;106;55;20;12;5;10;40158;6;73545
Deportes;Chicago;No;Sí;Tableta;iOS;USA;No;Criptomoneda;U0627;Masculino;Otro;94;44;23;8;13;19;37538;0;88838
Deportes;Chicago;Sí;No;Escritorio;Linux;USA;No;PayPal;U1410;Otro;Directo;115;57;16;18;0;44;52;1;88395
Deportes;Chicago;Sí;No;Móvil;Android;USA;No;PayPal;U0657;Masculino;Directo;22;30;8;18;13;29;21555;2;0
Deportes;Chicago;Sí;No;Móvil;MacOS;USA;No;Tarjeta de Regalo;U0886;Femenino;Directo;134;65;16;4;0;6;34571;0;8793
Deportes;Chicago;Sí;No;Tableta;MacOS;USA;No;PayPal;U1428;Masculino;Correo Electrónico;22;34;27;9;0;19;27102;10;0
Deportes;Chicago;Sí;No;Tableta;MacOS;USA;No;Tarjeta de Crédito;U1269;Otro;Directo;128;36;29;20;20;19;38299;5;0
Deportes;Chicago;Sí;No;Tableta;Windows;USA;No;PayPal;U0820;Otro;Redes Sociales;16;32;7;9;0;37;34189;1;0
Deportes;Chicago;Sí;Sí;Móvil;MacOS;USA;No;Tarjeta de Regalo;U1445;Masculino;Google;130;56;17;8;46;33;33873;8;1259
Deportes;Chicago;Sí;Sí;Tableta;Android;USA;Sí;PayPal;U0186;Masculino;Otro;111;20;1;21;0;14;7455;9;0
Deportes;Ciudad de MÇ¸xico;No;No;Escritorio;Linux;Mexico;Sí;Tarjeta de Regalo;U1360;Otro;Google;97;63;1;1;0;13;3232;2;42657
Deportes;Ciudad de MÇ¸xico;No;No;Escritorio;Windows;Mexico;Sí;Criptomoneda;U0451;Femenino;Otro;43;64;21;21;14;35;13003;9;0
Deportes;Ciudad de MÇ¸xico;No;No;Tableta;MacOS;Mexico;Sí;PayPal;U1038;Masculino;Redes Sociales;80;48;16;7;41;15;34232;5;56538
Deportes;Ciudad de MÇ¸xico;No;Sí;Escritorio;Linux;Mexico;No;PayPal;U0172;Masculino;Google;146;45;15;7;0;9;24501;0;3136
Deportes;Ciudad de MÇ¸xico;No;Sí;Móvil;iOS;Mexico;No;Tarjeta de Regalo;U0755;Otro;Redes Sociales;155;38;11;15;0;42;35051;1;0
Deportes;Ciudad de MÇ¸xico;No;Sí;Tableta;Windows;Mexico;Sí;Criptomoneda;U0850;Otro;Otro;172;57;29;1;0;43;31435;5;0
Deportes;Ciudad de MÇ¸xico;No;Sí;Tableta;Windows;Mexico;Sí;Tarjeta de Regalo;U0827;Masculino;Correo Electrónico;26;27;2;5;0;40;444;7;3024
Deportes;Ciudad de MÇ¸xico;Sí;No;Escritorio;Linux;Mexico;No;PayPal;U1120;Masculino;Redes Sociales;124;48;28;23;0;25;2836;6;43507
Deportes;Ciudad de MÇ¸xico;Sí;No;Escritorio;Windows;Mexico;Sí;Tarjeta de Crédito;U0407;Femenino;Otro;87;45;4;3;3;19;6924;0;32142
Deportes;Ciudad de MÇ¸xico;Sí;Sí;Escritorio;MacOS;Mexico;No;Tarjeta de Regalo;U0346;Femenino;Correo Electrónico;80;47;27;5;0;44;7143;5;0
Deportes;Ciudad de MÇ¸xico;Sí;Sí;Tableta;MacOS;Mexico;No;Tarjeta de Regalo;U0730;Masculino;Correo Electrónico;50;22;25;20;0;20;47233;6;305
Deportes;Edimburgo;No;No;Escritorio;Windows;UK;Sí;Criptomoneda;U0959;Otro;Google;79;39;12;8;21;38;20183;0;0
Deportes;Edimburgo;No;No;Escritorio;Windows;UK;Sí;Tarjeta de Regalo;U0606;Masculino;Correo Electrónico;90;48;20;8;0;40;32414;0;16992
Deportes;Edimburgo;No;No;Móvil;MacOS;UK;No;Tarjeta de Crédito;U0852;Femenino;Otro;115;42;11;5;0;35;4663;0;22641
Deportes;Edimburgo;No;No;Móvil;MacOS;UK;Sí;PayPal;U0263;Femenino;Google;50;59;18;14;0;23;4383;10;63561
Deportes;Edimburgo;No;Sí;Escritorio;Android;UK;Sí;Tarjeta de Regalo;U1148;Masculino;Otro;93;23;2;16;22;30;16981;2;19124
Deportes;Edimburgo;No;Sí;Escritorio;Linux;UK;Sí;PayPal;U1114;Masculino;Correo Electrónico;14;27;13;21;0;42;9114;9;0
Deportes;Edimburgo;No;Sí;Escritorio;Windows;UK;Sí;Tarjeta de Crédito;U1063;Femenino;Directo;126;31;19;13;0;21;39273;1;67374
Deportes;Edimburgo;No;Sí;Móvil;Linux;UK;No;PayPal;U0894;Femenino;Correo Electrónico;168;64;28;17;23;12;32911;10;66223
Deportes;Edimburgo;No;Sí;Móvil;Linux;UK;Sí;Tarjeta de Regalo;U1096;Masculino;Google;41;59;17;2;0;14;17083;7;0
Deportes;Edimburgo;No;Sí;Tableta;MacOS;UK;No;PayPal;U1380;Femenino;Otro;87;55;15;21;34;10;4717;5;61182
Deportes;Edimburgo;Sí;No;Escritorio;Android;UK;Sí;Tarjeta de Regalo;U1470;Femenino;Directo;82;54;29;16;9;18;45992;9;0
Deportes;Edimburgo;Sí;No;Tableta;Android;UK;No;Tarjeta de Crédito;U0480;Masculino;Correo Electrónico;99;43;2;20;0;26;29249;7;9766
Deportes;Edimburgo;Sí;No;Tableta;iOS;UK;No;Tarjeta de Regalo;U0011;Masculino;Google;117;28;22;11;0;8;12615;0;51434
Deportes;Edimburgo;Sí;No;Tableta;Linux;UK;Sí;PayPal;U1341;Femenino;Google;70;41;1;23;0;9;1596;0;0
Deportes;Edimburgo;Sí;No;Tableta;MacOS;UK;No;PayPal;U0471;Otro;Redes Sociales;98;31;14;13;0;47;323;9;4369
Deportes;Edimburgo;Sí;Sí;Escritorio;iOS;UK;No;Tarjeta de Crédito;U0571;Masculino;Redes Sociales;35;58;18;22;0;29;34794;1;24906
Deportes;Edimburgo;Sí;Sí;Tableta;Linux;UK;No;Tarjeta de Regalo;U0333;Otro;Correo Electrónico;101;47;2;9;7;7;33456;0;83854
Deportes;Edimburgo;Sí;Sí;Tableta;Windows;UK;No;Criptomoneda;U0382;Femenino;Otro;123;57;15;17;40;34;43642;3;48981
Deportes;Guadalajara;No;No;Móvil;iOS;Mexico;Sí;Tarjeta de Crédito;U1219;Masculino;Redes Sociales;105;23;28;9;23;36;15284;2;0
Deportes;Guadalajara;No;No;Móvil;MacOS;Mexico;Sí;Tarjeta de Regalo;U0293;Masculino;Correo Electrónico;80;52;23;3;38;13;21479;3;0
Deportes;Guadalajara;No;No;Móvil;Windows;Mexico;No;Criptomoneda;U1213;Otro;Otro;171;34;1;11;49;28;25673;0;0
Deportes;Guadalajara;No;Sí;Tableta;Linux;Mexico;No;Criptomoneda;U1040;Femenino;Correo Electrónico;42;61;23;8;0;1;20114;3;31338
Deportes;Guadalajara;No;Sí;Tableta;MacOS;Mexico;No;Tarjeta de Crédito;U1086;Masculino;Google;56;19;28;3;16;23;3915;4;0
Deportes;Guadalajara;Sí;No;Escritorio;Linux;Mexico;No;Criptomoneda;U0294;Otro;Redes Sociales;162;65;7;3;0;19;32668;7;0
Deportes;Guadalajara;Sí;No;Escritorio;Linux;Mexico;Sí;Criptomoneda;U0766;Femenino;Otro;176;54;16;9;0;4;955;2;0
Deportes;Guadalajara;Sí;No;Móvil;Android;Mexico;No;PayPal;U0681;Femenino;Google;122;54;10;1;0;24;40264;7;0
Deportes;Guadalajara;Sí;No;Móvil;Linux;Mexico;No;Tarjeta de Crédito;U0729;Femenino;Otro;113;35;12;0;20;39;42908;3;5087
Deportes;Guadalajara;Sí;No;Móvil;MacOS;Mexico;Sí;Tarjeta de Crédito;U0746;Masculino;Google;43;42;19;15;0;25;3828;8;0
Deportes;Guadalajara;Sí;No;Tableta;Windows;Mexico;Sí;Tarjeta de Regalo;U1182;Femenino;Directo;81;28;27;13;0;35;20205;1;0
Deportes;Guadalajara;Sí;Sí;Escritorio;iOS;Mexico;No;PayPal;U1044;Otro;Google;155;51;15;18;0;47;6453;5;76818
Deportes;Guadalajara;Sí;Sí;Escritorio;MacOS;Mexico;No;Tarjeta de Regalo;U0150;Otro;Correo Electrónico;37;56;29;13;14;12;33593;7;0
Deportes;Hamburgo;No;No;Escritorio;Linux;Germany;Sí;Tarjeta de Regalo;U0257;Masculino;Directo;24;28;22;21;41;46;27451;4;0
Deportes;Hamburgo;No;No;Móvil;Android;Germany;No;Tarjeta de Crédito;U1082;Otro;Correo Electrónico;137;42;26;5;14;45;2496;0;64392
Deportes;Hamburgo;No;No;Móvil;Windows;Germany;No;Tarjeta de Regalo;U1304;Otro;Otro;165;48;9;22;0;29;25202;0;15154
Deportes;Hamburgo;No;Sí;Escritorio;Android;Germany;Sí;Tarjeta de Crédito;U0118;Femenino;Redes Sociales;72;29;1;2;31;37;7799;9;0
